JourneyCode,HolidayType,Price,NumberOfPersons,Region,Transportation,Duration,Season,Accommodation,Hotel
876,Active,2248,2,Allgaeu,Car,7,December,FiveStars,"Alpenhotel, Allgaeu"
877,Skiing,2447,3,Allgaeu,Car,7,January,FiveStars,"Alpenhotel, Allgaeu"
878,Recreation,2937,4,Allgaeu,Car,7,February,FiveStars,"Alpenhotel, Allgaeu"
879,Active,1058,3,Allgaeu,Car,14,March,TwoStars,"Gaestehaus Meier, Allgaeu"
880,Skiing,1587,4,Allgaeu,Car,7,February,TwoStars,"Gaestehaus Meier, Allgaeu"
881,Recreation,688,2,Allgaeu,Car,7,January,TwoStars,"Gaestehaus Meier, Allgaeu"
882,Skiing,530,4,Allgaeu,Car,7,December,HolidayFlat,"H.Flat Nadenberg, Allgaeu"
883,Active,645,8,Allgaeu,Car,7,January,HolidayFlat,"H.Flat Nadenberg, Allgaeu"
884,Skiing,745,6,Allgaeu,Car,7,February,HolidayFlat,"H.Flat Nadenberg, Allgaeu"
885,Skiing,1188,2,Allgaeu,Car,14,March,HolidayFlat,H.Flat Oberallgaeu
886,Recreation,879,4,Allgaeu,Car,7,February,HolidayFlat,H.Flat Oberallgaeu
887,Active,624,3,Allgaeu,Car,7,January,HolidayFlat,H.Flat Oberallgaeu
888,Skiing,459,3,Allgaeu,Car,8,December,HolidayFlat,"H.Flat Alpina, Allgaeu"
889,Skiing,424,4,Allgaeu,Car,7,January,HolidayFlat,"H.Flat Alpina, Allgaeu"
890,Recreation,1568,4,Allgaeu,Car,14,February,HolidayFlat,"H.Flat Alpina, Allgaeu"
891,Skiing,854,4,Allgaeu,Car,7,March,HolidayFlat,"H.Flat Reichenbach, Allgaeu"
892,Active,984,6,Allgaeu,Car,7,February,HolidayFlat,"H.Flat Reichenbach, Allgaeu"
893,Recreation,439,2,Allgaeu,Car,7,January,HolidayFlat,"H.Flat Sonnenhalde, Allgaeu"
894,Recreation,799,3,Allgaeu,Car,10,December,HolidayFlat,"H.Flat Sonnenhalde, Allgaeu"
895,Active,998,3,Bavaria,Car,7,December,ThreeStars,"Sporthotel Rosenberger, Bavaria"
896,Skiing,798,2,Bavaria,Car,7,January,ThreeStars,"Sporthotel Rosenberger, Bavaria"
897,Skiing,998,3,Bavaria,Car,7,February,ThreeStars,"Sporthotel Rosenberger, Bavaria"
898,Active,1348,2,Bavaria,Car,7,December,FourStars,"H.Flat Eichenbuehl, Allgaeu"
899,Skiing,1147,3,Bavaria,Car,7,January,FourStars,"H.Flat Eichenbuehl, Allgaeu"
900,Recreation,3188,2,Bavaria,Car,14,February,ThreeStars,"Hotel Bavaria, Bavaria"
901,Active,3448,2,Bavaria,Car,10,December,ThreeStars,"Hotel Bavaria, Bavaria"
902,Active,1658,2,Bavaria,Car,7,January,FourStars,"Residenz Ludwig, Bavaria"
903,Skiing,2072,3,Bavaria,Car,7,February,FourStars,"Residenz Ludwig, Bavaria"
904,Active,2985,3,Bavaria,Car,14,February,FourStars,"Hotel Seidlpark, Bavaria"
905,Skiing,1658,2,Bavaria,Car,7,March,FourStars,"Hotel Seidlpark, Bavaria"
906,Active,745,3,Bavaria,Car,7,January,TwoStars,"Pension Laerchenhof, Bavaria"
907,Recreation,949,4,Bavaria,Car,7,February,TwoStars,"Pension Laerchenhof, Bavaria"
908,Active,684,2,Bavaria,Car,7,January,HolidayFlat,"H.Flat Chiemgau, Bavaria"
909,Skiing,1164,5,Bavaria,Car,14,February,HolidayFlat,"H.Flat Chiemgau, Bavaria"
910,Active,529,4,Bavaria,Car,7,December,HolidayFlat,"H.Flat Reiterhof, Bavaria"
911,Recreation,484,2,Bavaria,Car,7,February,HolidayFlat,"H.Flat Reiterhof, Bavaria"
912,Skiing,449,2,Bavaria,Car,7,January,HolidayFlat,"H.Flat Wildgatter, Bavaria"
913,Skiing,774,6,Bavaria,Car,7,February,HolidayFlat,"H.Flat Wildgatter, Bavaria"
914,Active,379,2,Bavaria,Car,7,January,HolidayFlat,"H.Flat Am Hochwald, Bavaria"
915,Recreation,459,3,Bavaria,Car,14,February,HolidayFlat,"H.Flat Am Hochwald, Bavaria"
916,Active,454,3,Bavaria,Car,7,January,HolidayFlat,"H.Flat Christopherhof, Bavaria"
917,Skiing,774,8,Bavaria,Car,7,March,HolidayFlat,"H.Flat Christopherhof, Bavaria"
918,Recreation,699,6,Bavaria,Car,7,January,HolidayFlat,"H.Flat Jaegerwiesen, Bavaria"
919,Active,1018,3,Bavaria,Car,14,February,HolidayFlat,"H.Flat Jaegerwiesen, Bavaria"
920,Recreation,1338,2,ErzGebirge,Car,7,December,ThreeStars,"Hotel Lugsteinhof, Erz Gebirge"
921,Skiing,1472,3,ErzGebirge,Car,7,January,ThreeStars,"Hotel Lugsteinhof, Erz Gebirge"
922,Recreation,1257,4,ErzGebirge,Car,7,February,ThreeStars,"Hotel Am Fichtelberg, Erz Gebirge"
923,Skiing,1178,2,ErzGebirge,Car,7,March,ThreeStars,"Hotel Am Fichtelberg, Erz Gebirge"
924,Active,1257,4,ErzGebirge,Car,7,February,ThreeStars,"Sporthotel Oberwiesenthal, Erz Gebirge"
925,Skiing,1338,2,ErzGebirge,Car,7,December,ThreeStars,"Sporthotel Oberwiesenthal, Erz Gebirge"
926,Recreation,1235,3,ErzGebirge,Car,7,January,ThreeStars,"Rathaushotel, Erz Gebirge"
927,Active,1482,4,ErzGebirge,Car,7,February,ThreeStars,"Rathaushotel, Erz Gebirge"
928,Recreation,838,2,ErzGebirge,Car,14,March,ThreeStars,"Hotel Stephanshoehe, Erz Gebirge"
929,Recreation,1472,3,ErzGebirge,Car,7,February,ThreeStars,"Hotel Stephanshoehe, Erz Gebirge"
930,Skiing,604,2,ErzGebirge,Car,14,December,ThreeStars,"Hotel Vogtland, Erz Gebirge"
931,Recreation,1782,4,ErzGebirge,Car,7,January,ThreeStars,"Hotel Vogtland, Erz Gebirge"
932,Active,2935,3,ErzGebirge,Car,14,January,ThreeStars,"Kurhotel Am See, Erz Gebirge"
933,Recreation,838,2,ErzGebirge,Car,7,March,ThreeStars,"Kurhotel Am See, Erz Gebirge"
934,Recreation,1257,4,ErzGebirge,Car,7,February,ThreeStars,"Kurhotel Am See, Erz Gebirge"
935,Recreation,559,6,ErzGebirge,Car,7,December,HolidayFlat,"H.Flat Haus Vogtland, Erz Gebirge"
936,Recreation,549,7,ErzGebirge,Car,7,January,HolidayFlat,"H.Flat Haus Vogtland, Erz Gebirge"
937,Active,1098,5,ErzGebirge,Car,14,March,HolidayFlat,"H.Flat Haus Vogtland, Erz Gebirge"
938,Active,549,6,ErzGebirge,Car,7,February,HolidayFlat,"H.Flat Haus Vogtland, Erz Gebirge"
939,Skiing,549,4,ErzGebirge,Car,7,February,HolidayFlat,"H.Flat Haus Vogtland, Erz Gebirge"
940,Recreation,2128,2,Harz,Car,7,December,ThreeStars,"Aparthotel Bocksberg, Harz"
941,Recreation,1910,3,Harz,Car,7,January,ThreeStars,"Aparthotel Bocksberg, Harz"
942,Wandering,1648,2,Harz,Car,7,February,ThreeStars,"Aparthotel Bocksberg, Harz"
943,Skiing,2007,4,Harz,Car,7,March,ThreeStars,"Aparthotel Bocksberg, Harz"
944,Recreation,2368,2,Harz,Car,10,December,ThreeStars,"Travelhotel Waldfrieden, Harz"
945,Recreation,1485,3,Harz,Car,7,January,ThreeStars,"Travelhotel Waldfrieden, Harz"
946,Wandering,1298,2,Harz,Car,7,February,ThreeStars,"Travelhotel Waldfrieden, Harz"
947,Active,1782,4,Harz,Car,7,March,ThreeStars,"Travelhotel Waldfrieden, Harz"
948,Recreation,2007,4,Harz,Car,7,December,TwoStars,"Hotel Harzquell, Harz"
949,Wandering,1168,2,Harz,Car,14,January,TwoStars,"Hotel Harzquell, Harz"
950,Skiing,1460,3,Harz,Car,7,February,TwoStars,"Hotel Harzquell, Harz"
951,Recreation,1522,3,Harz,Car,7,December,TwoStars,"Hotel Fuerstenhoeh, Harz"
952,Recreation,1482,4,Harz,Car,7,January,TwoStars,"Hotel Fuerstenhoeh, Harz"
953,Skiing,1235,3,Harz,Car,7,February,TwoStars,"Hotel Fuerstenhoeh, Harz"
954,Wandering,599,3,Harz,Car,14,November,HolidayFlat,"H.Flat Panoramic, Harz"
955,Recreation,679,5,Harz,Car,7,January,HolidayFlat,"H.Flat Panoramic, Harz"
956,Recreation,419,2,Harz,Car,7,February,HolidayFlat,"H.Flat Ferienpark, Harz"
957,Wandering,1114,4,Harz,Car,10,December,HolidayFlat,"H.Flat Ferienpark, Harz"
958,Skiing,324,3,Harz,Car,7,December,HolidayFlat,"H.Flat Teichtal, Harz"
959,Skiing,499,6,Harz,Car,7,February,HolidayFlat,"H.Flat Teichtal, Harz"
960,Wandering,1227,4,BlackForest,Car,7,December,TwoStars,"Hotel Hirschen, Black Forest"
961,Active,748,2,BlackForest,Car,7,January,TwoStars,"Hotel Hirschen, Black Forest"
962,Skiing,1735,3,BlackForest,Car,7,February,FourStars,"Treff-Hotel, Black Forest"
963,Wandering,2768,2,BlackForest,Car,14,March,FourStars,"Treff-Hotel, Black Forest"
964,Recreation,1737,4,BlackForest,Car,7,February,ThreeStars,"Berghotel Kandel, Black Forest"
965,Wandering,818,2,BlackForest,Car,7,January,ThreeStars,"Berghotel Kandel, Black Forest"
966,Recreation,2322,3,BlackForest,Car,10,December,ThreeStars,"Berghotel Mummelsee, Black Forest"
967,Skiing,1158,2,BlackForest,Car,7,February,ThreeStars,"Berghotel Mummelsee, Black Forest"
968,Active,1008,2,BlackForest,Car,7,January,ThreeStars,"Hotel Waldwinkel, Black Forest"
969,Recreation,1260,3,BlackForest,Car,14,February,ThreeStars,"Hotel Waldwinkel, Black Forest"
970,Wandering,1257,4,BlackForest,Car,7,March,TwoStars,"Gasthof Hochkopfhaus, Black Forest"
971,Skiing,838,2,BlackForest,Car,7,February,TwoStars,"Gasthof Hochkopfhaus, Black Forest"
972,Recreation,897,3,BlackForest,Car,7,January,TwoStars,"Landgasthof Schuetzen, Black Forest"
973,Wandering,688,2,BlackForest,Car,6,December,TwoStars,"Landgasthof Schuetzen, Black Forest"
974,Active,454,4,BlackForest,Car,7,January,HolidayFlat,H.Flat Ferienpark Black Forest
975,Active,514,6,BlackForest,Car,7,February,HolidayFlat,H.Flat Ferienpark Black Forest
976,Recreation,459,2,BlackForest,Car,7,March,HolidayFlat,H.Flat Schwarzwaldgrund
977,Recreation,1068,4,BlackForest,Car,14,February,HolidayFlat,H.Flat Schwarzwaldgrund
978,Skiing,549,6,BlackForest,Car,7,January,HolidayFlat,"H.Flat Sonnenrain, Black Forest"
979,Recreation,679,2,BlackForest,Car,7,December,HolidayFlat,H.Flat Schwarzwaldblick
980,Recreation,599,4,BlackForest,Car,7,January,HolidayFlat,H.Flat Schwarzwaldblick
981,Skiing,464,3,BlackForest,Car,7,February,HolidayFlat,"H.Flat Schwiezer Hof, Black Forest"
982,Wandering,1033,5,BlackForest,Car,14,March,HolidayFlat,"H.Flat Schwiezer Hof, Black Forest"
983,Recreation,989,4,BlackForest,Car,7,February,HolidayFlat,"H.Flat Panorama-Blick, Black Forest"
984,Wandering,839,6,BlackForest,Car,7,January,HolidayFlat,"H.Flat Panorama-Blick, Black Forest"
985,Wandering,1672,3,Thuringia,Car,7,December,ThreeStars,"Berghotel Friedrichroda, Thuringia"
986,Recreation,1178,2,Thuringia,Car,7,January,ThreeStars,"Berghotel Friedrichroda, Thuringia"
987,Active,4092,4,Thuringia,Car,14,February,ThreeStars,"Hotel Finsterbergen, Thuringia"
988,Wandering,1368,2,Thuringia,Car,7,March,ThreeStars,"Hotel Finsterbergen, Thuringia"
989,Wandering,1104,3,Thuringia,Car,7,February,TwoStars,"Hotel Schoene Aussicht, Thuringia"
990,Skiing,883,2,Thuringia,Car,7,January,TwoStars,"Hotel Schoene Aussicht, Thuringia"
991,Recreation,688,2,Thuringia,Car,7,December,ThreeStars,"Berghotel Oberhof, Thuringia"
992,Wandering,1773,3,Thuringia,Car,14,November,ThreeStars,"Berghotel Oberhof, Thuringia"
993,Wandering,1138,2,Thuringia,Car,7,January,FourStars,"Hotel Panorama, Thuringia"
994,Recreation,1647,3,Thuringia,Car,7,March,FourStars,"Hotel Panorama, Thuringia"
995,Skiing,1977,4,Thuringia,Car,7,February,FourStars,"Hotel Panorama, Thuringia"
996,Wandering,1294,2,Thuringia,Car,14,January,TwoStars,"Hotel Am Schuetzenberg, Thuringia"
997,Recreation,785,3,Thuringia,Car,7,December,TwoStars,"Hotel Am Schuetzenberg, Thuringia"
998,Active,987,4,Thuringia,Car,7,February,TwoStars,"Hotel Frankenwald, Thuringia"
999,Wandering,598,2,Thuringia,Car,7,March,TwoStars,"Hotel Frankenwald, Thuringia"
1000,Wandering,389,3,Thuringia,Car,7,February,HolidayFlat,"H.Flat Schmeheim, Thuringia"
1001,Wandering,389,4,Thuringia,Car,7,March,HolidayFlat,"H.Flat Schmeheim, Thuringia"
1002,Recreation,389,3,Thuringia,Car,7,January,HolidayFlat,"H.Flat Schmeheim, Thuringia"
1003,Active,924,4,Thuringia,Car,9,December,HolidayFlat,"H.Flat Schmeheim, Thuringia"
1004,Skiing,389,4,Thuringia,Car,7,February,HolidayFlat,"H.Flat Schmeheim, Thuringia"
1005,Wandering,855,4,Thuringia,Car,14,March,HolidayFlat,"H.Flat Ruppertus, Thuringia"
1006,Wandering,483,4,Thuringia,Car,7,January,HolidayFlat,"H.Flat Ruppertus, Thuringia"
1007,Recreation,774,4,Thuringia,Car,9,December,HolidayFlat,"H.Flat Ruppertus, Thuringia"
1008,Active,483,3,Thuringia,Car,7,January,HolidayFlat,"H.Flat Ruppertus, Thuringia"
1009,Skiing,483,4,Thuringia,Car,7,February,HolidayFlat,"H.Flat Ruppertus, Thuringia"
1010,Active,624,4,France,Car,7,December,HolidayFlat,"H.Flat Maeva, France"
1011,Skiing,624,4,France,Car,7,January,HolidayFlat,"H.Flat Maeva, France"
1012,Recreation,1624,5,France,Car,7,February,HolidayFlat,"H.Flat Maeva, France"
1013,Active,844,4,France,Car,7,March,HolidayFlat,"H.Flat Le Cervin, France"
1014,Skiing,1654,5,France,Car,7,February,HolidayFlat,"H.Flat Le Cervin, France"
1015,Recreation,824,6,France,Car,7,January,HolidayFlat,"H.Flat Le Cervin, France"
1016,Active,764,4,France,Car,7,December,HolidayFlat,"H.Flat Bellecote, France"
1017,Skiing,3368,5,France,Car,14,January,HolidayFlat,"H.Flat Bellecote, France"
1018,Recreation,1014,4,France,Car,7,February,HolidayFlat,"H.Flat Bellecote, France"
1019,Active,1339,4,France,Car,7,March,HolidayFlat,"H.Flat Cheval Blanc, France"
1020,Skiing,1094,5,France,Car,7,February,HolidayFlat,"H.Flat Cheval Blanc, France"
1021,Recreation,1728,6,France,Car,14,January,HolidayFlat,"H.Flat Cheval Blanc, France"
1022,Active,589,4,France,Car,7,December,HolidayFlat,"H.Flat Les Olympiades, France"
1023,Skiing,589,4,France,Car,7,January,HolidayFlat,"H.Flat Les Olympiades, France"
1024,Recreation,1574,4,France,Car,7,February,HolidayFlat,"H.Flat Les Olympiades, France"
1025,Active,1744,6,France,Car,7,March,HolidayFlat,"H.Flat Le Hameau, France"
1026,Skiing,1319,5,France,Car,7,February,HolidayFlat,"H.Flat Le Hameau, France"
1027,Recreation,1478,4,France,Car,14,January,HolidayFlat,"H.Flat Le Hameau, France"
1028,Active,629,4,France,Car,7,December,HolidayFlat,"H.Flat Charmettoger, France"
1029,Skiing,799,4,France,Car,7,January,HolidayFlat,"H.Flat Charmettoger, France"
1030,Recreation,1149,6,France,Car,7,February,HolidayFlat,"H.Flat Charmettoger, France"
1031,Active,814,3,France,Car,7,March,HolidayFlat,"H.Flat Orion, France"
1032,Active,2028,4,France,Car,14,February,HolidayFlat,"H.Flat Orion, France"
1033,Skiing,919,4,France,Car,7,January,HolidayFlat,"H.Flat Orion, France"
1034,Recreation,1164,6,France,Car,7,December,HolidayFlat,"H.Flat Orion, France"
1035,Active,1397,3,Carinthia,Car,10,December,TwoStars,"Landhaus Almrausch, Carinthia"
1036,Skiing,658,2,Carinthia,Car,7,January,TwoStars,"Landhaus Almrausch, Carinthia"
1037,Recreation,1167,4,Carinthia,Car,7,February,ThreeStars,"Pension Gerlitzen, Carinthia"
1038,Active,778,2,Carinthia,Car,7,March,ThreeStars,"Pension Gerlitzen, Carinthia"
1039,Skiing,997,3,Carinthia,Car,7,February,ThreeStars,"Hotel Oswald, Carinthia"
1040,Skiing,1448,2,Carinthia,Car,14,January,ThreeStars,"Hotel Oswald, Carinthia"
1041,Recreation,1647,3,Carinthia,Car,10,December,TwoStars,"Hotel Alpenhof, Carinthia"
1042,Recreation,758,2,Carinthia,Car,7,January,TwoStars,"Hotel Alpenhof, Carinthia"
1043,Active,1617,4,Carinthia,Car,7,February,ThreeStars,"Gasthof Post, Carinthia"
1044,Skiing,998,2,Carinthia,Car,7,March,ThreeStars,"Gasthof Post, Carinthia"
1045,Active,678,2,Carinthia,Car,7,February,ThreeStars,"Hotel Breznik, Carinthia"
1046,Skiing,847,3,Carinthia,Car,7,January,ThreeStars,"Hotel Breznik, Carinthia"
1047,Skiing,779,2,Carinthia,Car,10,December,HolidayFlat,"H.Flat Austria, Carinthia"
1048,Active,1078,4,Carinthia,Car,14,January,HolidayFlat,"H.Flat Austria, Carinthia"
1049,Active,919,6,Carinthia,Car,7,February,HolidayFlat,"H.Flat Austria, Carinthia"
1050,Active,1049,8,Carinthia,Car,7,February,HolidayFlat,"H.Flat Austria, Carinthia"
1051,Active,794,3,Carinthia,Car,7,February,HolidayFlat,"H.Flat Kaerntnerhof, Carinthia"
1052,Recreation,554,2,Carinthia,Car,7,March,HolidayFlat,"H.Flat Kaerntnerhof, Carinthia"
1053,Skiing,669,3,Carinthia,Car,7,February,HolidayFlat,"H.Flat Rainer, Carinthia"
1054,Skiing,629,4,Carinthia,Car,7,January,HolidayFlat,"H.Flat Rainer, Carinthia"
1055,Active,1189,3,Carinthia,Car,10,December,HolidayFlat,"H.Flat Lindenhof, Carinthia"
1056,Recreation,569,3,Carinthia,Car,7,January,HolidayFlat,"H.Flat Lindenhof, Carinthia"
1057,Skiing,649,4,Carinthia,Car,7,February,HolidayFlat,"H.Flat Lindenhof, Carinthia"
1058,Skiing,499,2,Carinthia,Car,7,March,HolidayFlat,"H.Flat Rosenock, Carinthia"
1059,Recreation,879,4,Carinthia,Car,7,February,HolidayFlat,"H.Flat Rosenock, Carinthia"
1060,Active,849,2,LowerAustria,Car,10,December,HolidayFlat,"H.Flat Litschau, Lower Austria"
1061,Active,399,2,LowerAustria,Car,7,January,HolidayFlat,"H.Flat Litschau, Lower Austria"
1062,Active,399,2,LowerAustria,Car,7,February,HolidayFlat,"H.Flat Litschau, Lower Austria"
1063,Active,669,4,LowerAustria,Car,14,March,HolidayFlat,"H.Flat Litschau, Lower Austria"
1064,Skiing,1629,4,LowerAustria,Car,10,December,HolidayFlat,"H.Flat Litschau, Lower Austria"
1065,Skiing,669,4,LowerAustria,Car,7,January,HolidayFlat,"H.Flat Litschau, Lower Austria"
1066,Skiing,669,4,LowerAustria,Car,7,February,HolidayFlat,"H.Flat Litschau, Lower Austria"
1067,Skiing,1338,4,LowerAustria,Car,14,March,HolidayFlat,"H.Flat Litschau, Lower Austria"
1068,Recreation,899,6,LowerAustria,Car,7,January,HolidayFlat,"H.Flat Litschau, Lower Austria"
1069,Recreation,899,6,LowerAustria,Car,7,February,HolidayFlat,"H.Flat Litschau, Lower Austria"
1070,Skiing,1307,3,Tyrol,Car,14,March,ThreeStars,"Gasthof Jaegerwirt, Tyrol"
1071,Active,1227,4,Tyrol,Car,7,February,ThreeStars,"Gasthof Jaegerwirt, Tyrol"
1072,Skiing,1218,2,Tyrol,Car,7,January,FourStars,"Hotel Pachmair, Tyrol"
1073,Active,2238,2,Tyrol,Car,10,December,FourStars,"Hotel Pachmair, Tyrol"
1074,Skiing,1197,3,Tyrol,Car,7,January,ThreeStars,"Ferienhotel Frieden, Tyrol"
1075,Recreation,1647,4,Tyrol,Car,7,February,ThreeStars,"Ferienhotel Frieden, Tyrol"
1076,Skiing,733,2,Tyrol,Car,7,March,ThreeStars,"Hotel Laerchenhof, Tyrol"
1077,Skiing,1238,2,Tyrol,Car,7,February,ThreeStars,"Hotel Laerchenhof, Tyrol"
1078,Active,1508,2,Tyrol,Car,14,January,ThreeStars,"Hotel Laerchenhof, Tyrol"
1079,Skiing,1347,3,Tyrol,Car,10,December,ThreeStars,"Pension Post, Tyrol"
1080,Recreation,987,3,Tyrol,Car,7,January,ThreeStars,"Pension Post, Tyrol"
1081,Skiing,1707,4,Tyrol,Car,7,February,ThreeStars,"Gasthof Berghof, Tyrol"
1082,Active,1138,2,Tyrol,Car,7,February,ThreeStars,"Gasthof Berghof, Tyrol"
1083,Skiing,1272,3,Tyrol,Car,7,January,ThreeStars,"Wirtshaus Kofler, Tyrol"
1084,Recreation,1158,2,Tyrol,Car,7,March,ThreeStars,"Wirtshaus Kofler, Tyrol"
1085,Skiing,1498,2,Tyrol,Car,14,February,ThreeStars,"Pension Alpenhof, Tyrol"
1086,Active,1047,4,Tyrol,Car,7,January,ThreeStars,"Pension Alpenhof, Tyrol"
1087,Skiing,1958,2,Tyrol,Car,10,December,FourStars,"Hotel Alpenland, Tyrol"
1088,Recreation,978,2,Tyrol,Car,7,January,FourStars,"Hotel Alpenland, Tyrol"
1089,Skiing,699,3,Tyrol,Car,7,February,HolidayFlat,"H.Flat Eberl, Tyrol"
1090,Skiing,889,5,Tyrol,Car,7,January,HolidayFlat,"H.Flat Eberl, Tyrol"
1091,Active,749,6,Tyrol,Car,7,March,HolidayFlat,"H.Flat Eberl, Tyrol"
1092,Skiing,1853,4,Tyrol,Car,14,February,HolidayFlat,"H.Flat Zillertal, Tyrol"
1093,Active,844,4,Tyrol,Car,7,January,HolidayFlat,"H.Flat Zillertal, Tyrol"
1094,Recreation,2144,6,Tyrol,Car,10,December,HolidayFlat,"H.Flat Zillertal, Tyrol"
1095,Skiing,729,3,Tyrol,Car,7,February,HolidayFlat,"H.Flat Alpenrose, Tyrol"
1096,Skiing,899,4,Tyrol,Car,7,January,HolidayFlat,"H.Flat Alpenrose, Tyrol"
1097,Active,1039,4,Tyrol,Car,7,March,HolidayFlat,"H.Flat Alpenrose, Tyrol"
1098,Skiing,2089,4,Tyrol,Car,10,December,HolidayFlat,"H.Flat Raich, Tyrol"
1099,Active,979,4,Tyrol,Car,7,January,HolidayFlat,"H.Flat Raich, Tyrol"
1100,Skiing,1409,6,Tyrol,Car,7,February,HolidayFlat,"H.Flat Raich, Tyrol"
1101,Recreation,539,4,Tyrol,Car,7,March,HolidayFlat,"H.Flat Wildauer, Tyrol"
1102,Skiing,1038,4,Tyrol,Car,14,February,HolidayFlat,"H.Flat Wildauer, Tyrol"
1103,Active,809,6,Tyrol,Car,7,January,HolidayFlat,"H.Flat Wildauer, Tyrol"
1104,Skiing,934,3,Tyrol,Car,10,December,HolidayFlat,"H.Flat Auhof, Tyrol"
1105,Skiing,404,2,Tyrol,Car,7,January,HolidayFlat,"H.Flat Auhof, Tyrol"
1106,Recreation,864,6,Tyrol,Car,7,February,HolidayFlat,"H.Flat Auhof, Tyrol"
1107,Skiing,619,4,Tyrol,Car,7,January,HolidayFlat,"H.Flat St.Jakob, Tyrol"
1108,Active,1008,2,Tyrol,Car,14,March,HolidayFlat,"H.Flat St.Jakob, Tyrol"
1109,Skiing,1458,2,SalzbergerLand,Car,10,December,ThreeStars,"Gasthof Roemerhof, Salzb. Land"
1110,Active,997,3,SalzbergerLand,Car,7,January,ThreeStars,"Gasthof Roemerhof, Salzb. Land"
1111,Skiing,1317,4,SalzbergerLand,Car,7,February,ThreeStars,"Gasthof Roemerhof, Salzb. Land"
1112,Skiing,1218,2,SalzbergerLand,Car,7,March,FourStars,"St.Hubertushof, Salzb. Land"
1113,Active,1378,2,SalzbergerLand,Car,7,February,FourStars,"St.Hubertushof, Salzb. Land"
1114,Recreation,1522,3,SalzbergerLand,Car,7,January,FourStars,"St.Hubertushof, Salzb. Land"
1115,Skiing,2672,3,SalzbergerLand,Car,10,December,FourStars,"Hotel Latini, Salzb. Land"
1116,Skiing,1358,2,SalzbergerLand,Car,7,January,FourStars,"Hotel Latini, Salzb. Land"
1117,Active,4647,4,SalzbergerLand,Car,14,February,FourStars,"Hotel Latini, Salzb. Land"
1118,Skiing,788,2,SalzbergerLand,Car,7,March,TwoStars,"Pension Elisabeth, Salzb. Land"
1119,Skiing,828,2,SalzbergerLand,Car,7,February,TwoStars,"Pension Elisabeth, Salzb. Land"
1120,Recreation,985,3,SalzbergerLand,Car,7,January,TwoStars,"Pension Elisabeth, Salzb. Land"
1121,Skiing,1009,3,SalzbergerLand,Car,10,December,HolidayFlat,"H.Flat Domizil, Salzb. Land"
1122,Skiing,669,3,SalzbergerLand,Car,14,January,HolidayFlat,"H.Flat Domizil, Salzb. Land"
1123,Active,879,4,SalzbergerLand,Car,7,February,HolidayFlat,"H.Flat Domizil, Salzb. Land"
1124,Skiing,784,3,SalzbergerLand,Car,7,March,HolidayFlat,"H.Flat Erlberg, Salzb. Land"
1125,Recreation,1254,4,SalzbergerLand,Car,7,February,HolidayFlat,"H.Flat Erlberg, Salzb. Land"
1126,Active,543,2,SalzbergerLand,Car,7,January,HolidayFlat,"H.Flat Erlberg, Salzb. Land"
1127,Skiing,948,3,SalzbergerLand,Car,14,December,HolidayFlat,"H.Flat Schuettdorf, Salzb. Land"
1128,Skiing,474,3,SalzbergerLand,Car,7,January,HolidayFlat,"H.Flat Schuettdorf, Salzb. Land"
1129,Recreation,599,3,SalzbergerLand,Car,7,February,HolidayFlat,"H.Flat Schuettdorf, Salzb. Land"
1130,Skiing,554,3,SalzbergerLand,Car,7,March,HolidayFlat,"H.Flat Sonnbichl, Salzb. Land"
1131,Skiing,1149,4,SalzbergerLand,Car,7,February,HolidayFlat,"H.Flat Sonnbichl, Salzb. Land"
1132,Active,310,2,SalzbergerLand,Car,7,January,HolidayFlat,"H.Flat Sonnbichl, Salzb. Land"
1133,Active,3009,6,SalzbergerLand,Car,10,December,HolidayFlat,"H.Flat Sonnbichl, Salzb. Land"
1134,Skiing,1153,2,Salzkammergut,Car,14,January,ThreeStars,"Gaestehaus Berghof, Salkammergut"
1135,Skiing,1182,4,Salzkammergut,Car,7,February,ThreeStars,"Gaestehaus Berghof, Salkammergut"
1136,Active,985,3,Salzkammergut,Car,7,March,ThreeStars,"Gaestehaus Berghof, Salkammergut"
1137,Recreation,985,3,Salzkammergut,Car,7,February,ThreeStars,"Gaestehaus Berghof, Salkammergut"
1138,Skiing,758,2,Salzkammergut,Car,7,January,ThreeStars,"Gastehof Hubertus, Salzkammergut"
1139,Skiing,1368,2,Salzkammergut,Car,10,December,ThreeStars,"Gastehof Hubertus, Salzkammergut"
1140,Active,947,3,Salzkammergut,Car,7,January,ThreeStars,"Gastehof Hubertus, Salzkammergut"
1141,Recreation,1137,4,Salzkammergut,Car,7,February,ThreeStars,"Gastehof Hubertus, Salzkammergut"
1142,Skiing,1998,2,Salzkammergut,Car,7,March,FourStars,"Dorfhotel Gosau, Salzkammergut"
1143,Skiing,2648,2,Salzkammergut,Car,7,February,FourStars,"Dorfhotel Gosau, Salzkammergut"
1144,Active,2607,3,Salzkammergut,Car,14,January,FourStars,"Dorfhotel Gosau, Salzkammergut"
1145,Recreation,3498,2,Salzkammergut,Car,10,December,FourStars,"Dorfhotel Gosau, Salzkammergut"
1146,Skiing,2907,3,Salzkammergut,Car,7,January,FourStars,"Dorfhotel Heiligenblut, Salzkammergut"
1147,Skiing,2478,2,Salzkammergut,Car,7,February,FourStars,"Dorfhotel Heiligenblut, Salzkammergut"
